store_id,sku,opening_stock,closing_stock,replenishment_qty,lead_time
S020,SKU0433,187,155,44,4
S020,SKU0434,72,37,95,1
S020,SKU0435,236,224,103,2
S020,SKU0436,295,265,147,1
S020,SKU0437,120,97,49,2
S020,SKU0438,219,190,35,6
S020,SKU0439,172,157,122,4
S020,SKU0440,129,93,137,6
S020,SKU0441,179,140,115,3
S020,SKU0442,207,176,37,5
S020,SKU0443,61,40,57,4
S020,SKU0444,96,62,93,6
S020,SKU0445,136,112,53,5
S020,SKU0446,147,111,35,5
S020,SKU0447,174,153,67,1
S020,SKU0448,178,154,122,5
S020,SKU0449,113,84,128,6
S020,SKU0450,118,85,26,4
S020,SKU0451,210,182,27,4
S020,SKU0452,134,96,91,5
S020,SKU0453,181,144,130,7
S020,SKU0454,206,196,20,7
S020,SKU0455,65,37,104,6
S020,SKU0456,143,109,104,7
S020,SKU0457,296,268,21,5
S020,SKU0458,171,161,124,1
S020,SKU0459,188,151,137,2
S020,SKU0460,186,166,138,3
S020,SKU0461,83,50,42,6
S020,SKU0462,216,182,123,3
S020,SKU0463,167,156,20,4
S020,SKU0464,179,166,51,4
S020,SKU0465,254,217,92,5
S020,SKU0466,120,90,60,1
S020,SKU0467,141,102,70,6
S020,SKU0468,218,206,45,3
S020,SKU0469,216,179,51,3
S020,SKU0470,75,56,25,5
S020,SKU0471,123,100,113,7
S020,SKU0472,227,212,26,6
S020,SKU0473,104,94,82,1
S020,SKU0474,50,15,23,6
S020,SKU0475,120,82,20,2
S020,SKU0476,271,235,149,7
S020,SKU0477,51,36,114,5
S020,SKU0478,191,158,133,6
S020,SKU0479,120,93,40,6
S020,SKU0480,155,128,63,2
S020,SKU0481,278,248,141,4
S020,SKU0482,162,136,133,1
S020,SKU0483,56,18,108,1
S020,SKU0484,236,210,52,4
S020,SKU0485,298,274,47,6
S020,SKU0486,188,151,140,2
S020,SKU0487,153,125,141,2
S020,SKU0488,292,264,144,5
S020,SKU0489,212,180,30,6
S020,SKU0490,226,209,141,5
S020,SKU0491,156,135,142,5
S020,SKU0492,84,49,104,1
S020,SKU0493,179,166,100,4
S020,SKU0494,203,193,115,1
S020,SKU0495,122,95,89,1
S020,SKU0496,51,24,108,4
S020,SKU0497,253,231,73,2
S020,SKU0498,67,54,34,4
S020,SKU0499,290,274,83,3
S020,SKU0500,70,56,144,5
S021,SKU0001,297,285,51,6
S021,SKU0002,225,189,105,2
S021,SKU0003,225,211,66,4
S021,SKU0004,180,160,21,1
S021,SKU0005,265,228,117,3
S021,SKU0006,148,118,117,2
S021,SKU0007,200,170,68,1
S021,SKU0008,270,234,124,3
S021,SKU0009,160,127,57,6
S021,SKU0010,292,280,82,2
S021,SKU0011,93,70,56,5
S021,SKU0012,282,253,77,5
S021,SKU0013,66,56,52,1
S021,SKU0014,58,27,84,6
S021,SKU0015,68,58,146,7
S021,SKU0016,105,77,141,1
S021,SKU0017,183,167,75,5
S021,SKU0018,136,122,101,7
S021,SKU0019,255,216,67,1
S021,SKU0020,78,62,28,1
S021,SKU0021,168,141,104,7
S021,SKU0022,147,134,127,5
S021,SKU0023,138,109,95,3
S021,SKU0024,235,223,60,7
S021,SKU0025,208,183,104,6
S021,SKU0026,267,237,118,4
S021,SKU0027,233,196,124,3
S021,SKU0028,92,56,51,1
S021,SKU0029,64,48,142,4
S021,SKU0030,102,75,119,3
S021,SKU0031,127,104,50,5
S021,SKU0032,60,35,60,4
S021,SKU0033,267,235,125,3
S021,SKU0034,124,85,84,3
S021,SKU0035,247,217,97,6
S021,SKU0036,200,168,113,1
S021,SKU0037,230,209,128,1
S021,SKU0038,122,109,53,4
S021,SKU0039,60,37,118,6
S021,SKU0040,247,218,37,3
S021,SKU0041,123,88,52,6
S021,SKU0042,295,263,102,5
S021,SKU0043,219,209,138,6
S021,SKU0044,131,97,115,2
S021,SKU0045,230,213,62,5
S021,SKU0046,262,236,28,6
S021,SKU0047,201,173,99,7
S021,SKU0048,154,136,39,5
S021,SKU0049,72,39,127,6
S021,SKU0050,94,61,24,5
S021,SKU0051,104,65,111,5
S021,SKU0052,120,91,88,4
S021,SKU0053,237,207,31,3
S021,SKU0054,137,100,29,7
S021,SKU0055,263,250,115,5
S021,SKU0056,116,87,128,1
S021,SKU0057,289,254,26,4
S021,SKU0058,261,239,74,1
S021,SKU0059,216,197,75,7
S021,SKU0060,166,152,98,2
S021,SKU0061,242,227,84,7
S021,SKU0062,248,229,138,4
S021,SKU0063,140,114,124,3
S021,SKU0064,289,254,82,5
S021,SKU0065,77,59,110,5
S021,SKU0066,141,118,22,5
S021,SKU0067,131,111,47,5
S021,SKU0068,275,260,52,3
S021,SKU0069,244,220,63,1
S021,SKU0070,169,156,101,4
S021,SKU0071,73,42,116,5
S021,SKU0072,166,142,23,1
S021,SKU0073,127,115,108,1
S021,SKU0074,191,155,22,2
S021,SKU0075,263,244,125,2
S021,SKU0076,134,119,102,4
S021,SKU0077,174,148,116,2
S021,SKU0078,81,61,148,7
S021,SKU0079,241,204,75,3
S021,SKU0080,187,155,41,4
S021,SKU0081,52,37,130,1
S021,SKU0082,125,89,140,4
S021,SKU0083,61,46,118,5
S021,SKU0084,187,152,91,2
S021,SKU0085,149,133,144,7
S021,SKU0086,272,255,85,4
S021,SKU0087,74,43,137,6
S021,SKU0088,264,249,138,4
S021,SKU0089,55,41,111,3
S021,SKU0090,266,243,63,4
S021,SKU0091,239,218,22,4
S021,SKU0092,110,79,69,2
S021,SKU0093,243,220,130,4
S021,SKU0094,205,167,132,4
S021,SKU0095,111,93,89,6
S021,SKU0096,272,257,104,2
S021,SKU0097,89,53,113,5
S021,SKU0098,193,162,126,6
S021,SKU0099,141,112,72,3
S021,SKU0100,290,264,66,7
S021,SKU0101,161,134,141,2
S021,SKU0102,289,278,35,3
S021,SKU0103,148,114,38,4
S021,SKU0104,104,65,97,3
S021,SKU0105,158,127,145,5
S021,SKU0106,243,208,111,6
S021,SKU0107,294,268,118,4
S021,SKU0108,264,240,35,4
S021,SKU0109,145,134,48,2
S021,SKU0110,272,254,132,3
S021,SKU0111,272,238,44,3
S021,SKU0112,149,113,91,5
S021,SKU0113,61,44,49,3
S021,SKU0114,264,231,61,4
S021,SKU0115,231,221,115,1
S021,SKU0116,126,93,63,6
S021,SKU0117,195,169,41,2
S021,SKU0118,286,276,42,7
S021,SKU0119,248,224,25,6
S021,SKU0120,202,167,97,2
S021,SKU0121,58,40,86,4
S021,SKU0122,140,107,114,1
S021,SKU0123,257,229,72,4
S021,SKU0124,73,46,36,4
S021,SKU0125,132,109,54,1
S021,SKU0126,234,203,114,3
S021,SKU0127,54,43,84,4
S021,SKU0128,59,43,59,5
S021,SKU0129,232,210,56,6
S021,SKU0130,183,165,132,4
S021,SKU0131,84,67,37,1
S021,SKU0132,146,126,51,6
S021,SKU0133,295,263,40,5
S021,SKU0134,113,90,106,2
S021,SKU0135,96,79,139,1
S021,SKU0136,196,166,105,2
S021,SKU0137,144,107,28,5
S021,SKU0138,235,205,116,6
S021,SKU0139,95,73,144,5
S021,SKU0140,209,188,124,7
S021,SKU0141,120,103,21,6
S021,SKU0142,180,168,61,3
S021,SKU0143,51,25,49,6
S021,SKU0144,150,130,146,2
S021,SKU0145,204,169,52,2
S021,SKU0146,160,136,108,4
S021,SKU0147,63,50,96,1
S021,SKU0148,256,225,53,6
S021,SKU0149,115,80,130,3
S021,SKU0150,237,218,29,6
S021,SKU0151,206,170,84,7
S021,SKU0152,183,163,119,7
S021,SKU0153,195,177,37,6
S021,SKU0154,91,69,67,5
S021,SKU0155,188,163,102,2
S021,SKU0156,59,41,92,4
S021,SKU0157,59,20,68,5
S021,SKU0158,185,152,27,5
S021,SKU0159,198,162,112,5
S021,SKU0160,108,88,57,4
S021,SKU0161,163,131,86,3
S021,SKU0162,82,65,113,4
S021,SKU0163,77,64,111,4
S021,SKU0164,154,142,89,5
S021,SKU0165,120,106,97,1
S021,SKU0166,262,247,90,5
S021,SKU0167,210,187,120,6
S021,SKU0168,237,199,99,1
S021,SKU0169,167,150,97,1
S021,SKU0170,252,231,113,4
S021,SKU0171,178,157,124,5
S021,SKU0172,158,125,32,3
S021,SKU0173,158,123,96,2
S021,SKU0174,125,106,91,5
S021,SKU0175,130,100,87,2
S021,SKU0176,122,99,129,1
S021,SKU0177,89,58,88,5
S021,SKU0178,89,64,35,6
S021,SKU0179,237,211,67,3
S021,SKU0180,290,273,103,1
S021,SKU0181,95,74,52,3
S021,SKU0182,154,137,83,1
S021,SKU0183,68,56,50,7
S021,SKU0184,268,231,62,6
S021,SKU0185,214,189,117,7
S021,SKU0186,175,146,30,7
S021,SKU0187,254,230,92,6
S021,SKU0188,213,180,31,2
S021,SKU0189,81,70,111,3
S021,SKU0190,155,136,76,6
S021,SKU0191,240,218,100,3
S021,SKU0192,218,188,95,1
S021,SKU0193,189,175,22,3
S021,SKU0194,174,156,149,1
S021,SKU0195,262,242,96,6
S021,SKU0196,69,37,92,7
S021,SKU0197,98,80,61,5
S021,SKU0198,182,169,45,2
S021,SKU0199,262,225,128,1
S021,SKU0200,217,185,55,1
S021,SKU0201,124,101,54,4
S021,SKU0202,183,155,135,3
S021,SKU0203,254,221,63,6
S021,SKU0204,105,82,145,6
S021,SKU0205,219,193,30,7
S021,SKU0206,258,248,42,2
S021,SKU0207,194,177,105,4
S021,SKU0208,125,109,87,1
S021,SKU0209,260,226,62,7
S021,SKU0210,207,176,40,4
S021,SKU0211,151,118,37,1
S021,SKU0212,95,74,134,7
S021,SKU0213,194,161,96,7
S021,SKU0214,83,57,36,1
S021,SKU0215,103,79,103,5
S021,SKU0216,114,87,133,1
S021,SKU0217,61,33,76,1
S021,SKU0218,197,179,105,7
S021,SKU0219,51,22,47,1
S021,SKU0220,142,129,143,5
S021,SKU0221,266,241,22,4
S021,SKU0222,231,212,92,4
S021,SKU0223,107,75,86,7
S021,SKU0224,56,21,108,2
S021,SKU0225,169,140,79,7
S021,SKU0226,195,159,140,2
S021,SKU0227,187,174,134,1
S021,SKU0228,162,130,125,2
S021,SKU0229,286,276,66,5
S021,SKU0230,86,57,112,4
S021,SKU0231,133,121,33,5
S021,SKU0232,62,40,43,5
S021,SKU0233,209,188,54,2
S021,SKU0234,143,117,87,6
S021,SKU0235,190,169,37,4
S021,SKU0236,152,134,88,5
S021,SKU0237,111,100,131,5
S021,SKU0238,216,186,100,6
S021,SKU0239,57,25,51,1
S021,SKU0240,149,118,124,2
S021,SKU0241,135,123,114,7
S021,SKU0242,222,195,122,6
S021,SKU0243,222,186,117,1
S021,SKU0244,217,181,52,3
S021,SKU0245,219,189,146,6
S021,SKU0246,147,108,111,4
S021,SKU0247,211,186,91,2
S021,SKU0248,245,209,92,6
S021,SKU0249,264,240,125,6
S021,SKU0250,168,140,129,1
S021,SKU0251,166,153,137,2
S021,SKU0252,193,173,143,4
S021,SKU0253,232,198,26,2
S021,SKU0254,160,125,26,7
S021,SKU0255,258,248,88,6
S021,SKU0256,258,239,36,1
S021,SKU0257,240,201,32,1
S021,SKU0258,136,115,97,6
S021,SKU0259,118,105,98,5
S021,SKU0260,211,188,114,2
S021,SKU0261,228,197,42,4
S021,SKU0262,151,138,146,2
S021,SKU0263,87,56,95,7
S021,SKU0264,268,245,80,3
S021,SKU0265,286,257,105,7
S021,SKU0266,82,55,41,5
S021,SKU0267,77,62,23,4
S021,SKU0268,285,259,41,4
S021,SKU0269,174,141,97,6
S021,SKU0270,116,78,121,5
S021,SKU0271,76,60,140,6
S021,SKU0272,126,115,69,5
S021,SKU0273,100,65,53,1
S021,SKU0274,201,171,47,4
S021,SKU0275,153,143,110,3
S021,SKU0276,211,201,43,1
S021,SKU0277,141,108,59,6
S021,SKU0278,292,265,53,5
S021,SKU0279,88,60,141,5
S021,SKU0280,245,211,47,4
S021,SKU0281,123,103,73,1
S021,SKU0282,67,45,37,7
S021,SKU0283,233,210,115,3
S021,SKU0284,265,236,69,6
S021,SKU0285,105,75,36,4
S021,SKU0286,277,241,92,7
S021,SKU0287,88,51,68,1
S021,SKU0288,88,65,65,7
S021,SKU0289,237,202,31,5
S021,SKU0290,154,124,64,4
S021,SKU0291,130,104,84,4
S021,SKU0292,175,157,77,2
S021,SKU0293,161,144,94,3
S021,SKU0294,168,144,119,2
S021,SKU0295,159,130,61,4
S021,SKU0296,219,189,90,6
S021,SKU0297,205,177,31,3
S021,SKU0298,59,39,123,2
S021,SKU0299,139,119,72,5
S021,SKU0300,60,46,134,5
S021,SKU0301,191,178,130,3
S021,SKU0302,294,271,58,7
S021,SKU0303,199,176,31,3
S021,SKU0304,140,108,147,4
S021,SKU0305,76,38,67,4
S021,SKU0306,104,70,23,2
S021,SKU0307,126,112,48,5
S021,SKU0308,201,162,43,4
S021,SKU0309,294,265,24,1
S021,SKU0310,177,143,43,2
S021,SKU0311,289,271,39,3
S021,SKU0312,213,184,26,5
S021,SKU0313,166,146,69,7
S021,SKU0314,265,245,27,5
S021,SKU0315,73,61,88,2
S021,SKU0316,277,261,57,3
S021,SKU0317,252,218,86,7
S021,SKU0318,70,38,134,4
S021,SKU0319,265,230,116,6
S021,SKU0320,208,180,136,7
S021,SKU0321,249,219,139,1
S021,SKU0322,77,44,28,4
S021,SKU0323,64,48,81,7
S021,SKU0324,272,240,23,3
S021,SKU0325,69,52,30,4
S021,SKU0326,193,172,24,4
S021,SKU0327,292,265,98,5
S021,SKU0328,90,52,119,4
S021,SKU0329,159,129,112,2
S021,SKU0330,57,44,20,1
S021,SKU0331,275,253,127,7
S021,SKU0332,259,242,143,3
S021,SKU0333,227,212,46,6
S021,SKU0334,232,197,23,3
S021,SKU0335,136,101,30,4
S021,SKU0336,209,179,39,6
S021,SKU0337,259,226,129,7
S021,SKU0338,140,122,72,7
S021,SKU0339,217,181,97,6
S021,SKU0340,235,220,38,2
S021,SKU0341,124,110,134,7
S021,SKU0342,117,100,44,5
S021,SKU0343,247,216,31,7
S021,SKU0344,146,117,106,5
S021,SKU0345,288,263,135,6
S021,SKU0346,163,138,102,7
S021,SKU0347,149,115,28,5
S021,SKU0348,268,240,86,7
S021,SKU0349,85,55,80,1
S021,SKU0350,210,183,146,6
S021,SKU0351,242,220,85,1
S021,SKU0352,260,221,114,2
S021,SKU0353,154,138,84,7
S021,SKU0354,258,230,22,4
S021,SKU0355,81,56,55,4
S021,SKU0356,137,105,110,4
S021,SKU0357,115,93,47,2
S021,SKU0358,243,208,52,4
S021,SKU0359,102,71,21,4
S021,SKU0360,192,168,53,3
S021,SKU0361,91,59,118,1
S021,SKU0362,126,103,77,2
S021,SKU0363,287,264,106,7
S021,SKU0364,195,181,96,4
S021,SKU0365,95,72,118,1
S021,SKU0366,67,56,76,2
S021,SKU0367,165,133,125,4
S021,SKU0368,213,198,52,3
S021,SKU0369,231,197,95,7
S021,SKU0370,73,58,67,1
S021,SKU0371,285,273,65,3
S021,SKU0372,115,94,142,5
S021,SKU0373,132,119,57,5
S021,SKU0374,155,142,87,3
S021,SKU0375,115,78,82,2
S021,SKU0376,124,95,94,4
S021,SKU0377,241,226,139,7
S021,SKU0378,98,75,129,7
S021,SKU0379,182,156,31,6
S021,SKU0380,153,117,143,3
S021,SKU0381,131,96,100,3
S021,SKU0382,230,217,100,3
S021,SKU0383,289,268,75,3
S021,SKU0384,247,211,27,3
S021,SKU0385,112,97,84,3
S021,SKU0386,237,226,88,6
S021,SKU0387,233,217,98,6
S021,SKU0388,212,202,30,6
S021,SKU0389,235,196,101,3
S021,SKU0390,231,196,95,1
S021,SKU0391,263,242,93,5
S021,SKU0392,214,185,80,6
S021,SKU0393,106,95,92,4
S021,SKU0394,216,198,38,4
S021,SKU0395,53,20,142,5
S021,SKU0396,118,96,35,4
S021,SKU0397,233,199,86,3
S021,SKU0398,272,255,38,3
S021,SKU0399,196,159,71,1
S021,SKU0400,242,214,128,2
S021,SKU0401,263,232,134,3
S021,SKU0402,239,202,146,4
S021,SKU0403,132,111,31,3
S021,SKU0404,85,47,49,6
S021,SKU0405,260,225,53,6
S021,SKU0406,201,181,136,6
S021,SKU0407,138,128,110,1
S021,SKU0408,288,266,126,7
S021,SKU0409,289,272,82,3
S021,SKU0410,86,59,85,3
S021,SKU0411,219,182,82,4
S021,SKU0412,153,120,133,5
S021,SKU0413,254,239,102,4
S021,SKU0414,182,158,147,1
S021,SKU0415,253,217,109,3
S021,SKU0416,134,104,97,5
S021,SKU0417,167,155,143,7
S021,SKU0418,114,96,33,6
S021,SKU0419,165,155,21,2
S021,SKU0420,144,107,140,7
S021,SKU0421,256,227,81,6
S021,SKU0422,81,65,95,1
S021,SKU0423,183,162,34,2
S021,SKU0424,156,124,56,7
S021,SKU0425,114,97,43,7
S021,SKU0426,293,260,56,6
S021,SKU0427,97,59,93,7
S021,SKU0428,107,93,140,2
S021,SKU0429,205,187,25,2
S021,SKU0430,244,209,71,2
S021,SKU0431,249,231,61,2
S021,SKU0432,75,55,36,1
S021,SKU0433,246,211,133,7
S021,SKU0434,136,115,110,2
S021,SKU0435,205,191,122,2
S021,SKU0436,175,140,70,4
S021,SKU0437,160,144,53,1
S021,SKU0438,230,214,109,2
S021,SKU0439,253,237,23,2
S021,SKU0440,297,282,134,1
S021,SKU0441,157,135,98,1
S021,SKU0442,204,181,129,6
S021,SKU0443,50,15,93,2
S021,SKU0444,288,250,100,1
S021,SKU0445,122,88,133,7
S021,SKU0446,219,187,22,1
S021,SKU0447,103,70,113,1
S021,SKU0448,174,147,103,1
S021,SKU0449,244,227,116,7
S021,SKU0450,191,176,139,7
S021,SKU0451,152,114,81,7
S021,SKU0452,228,196,101,3
S021,SKU0453,249,238,43,3
S021,SKU0454,227,213,63,1
S021,SKU0455,107,82,83,7
S021,SKU0456,153,122,92,5
S021,SKU0457,188,172,55,1
S021,SKU0458,289,250,93,6
S021,SKU0459,129,94,90,1
S021,SKU0460,247,217,42,2
S021,SKU0461,286,263,85,4
S021,SKU0462,55,29,97,5
S021,SKU0463,133,107,60,2
S021,SKU0464,272,236,87,6
S021,SKU0465,63,48,112,4
S021,SKU0466,66,28,46,2
S021,SKU0467,221,200,65,3
S021,SKU0468,259,223,65,3
S021,SKU0469,216,177,59,3
S021,SKU0470,177,156,121,3
S021,SKU0471,241,211,83,3
S021,SKU0472,281,261,143,5
S021,SKU0473,91,59,79,4
S021,SKU0474,187,152,139,7
S021,SKU0475,53,19,120,5
S021,SKU0476,189,166,38,4
S021,SKU0477,73,41,39,3
S021,SKU0478,290,251,100,5
S021,SKU0479,247,235,112,3
S021,SKU0480,120,99,113,3
S021,SKU0481,257,227,72,3
S021,SKU0482,196,167,26,3
S021,SKU0483,283,245,73,7
S021,SKU0484,179,166,55,7
S021,SKU0485,127,102,45,2
S021,SKU0486,70,33,111,6
S021,SKU0487,248,225,58,7
S021,SKU0488,146,119,98,4
S021,SKU0489,275,253,52,7
S021,SKU0490,262,238,72,1
S021,SKU0491,107,71,128,5
S021,SKU0492,143,105,123,3
S021,SKU0493,115,84,94,3
S021,SKU0494,272,237,141,4
S021,SKU0495,162,142,131,6
S021,SKU0496,269,236,125,2
S021,SKU0497,108,93,98,2
S021,SKU0498,280,243,64,1
S021,SKU0499,83,68,75,1
S021,SKU0500,290,262,44,5
S022,SKU0001,204,166,109,3
S022,SKU0002,171,137,132,1
S022,SKU0003,211,173,57,3
S022,SKU0004,84,52,145,3
S022,SKU0005,185,152,30,6
S022,SKU0006,296,259,36,7
S022,SKU0007,97,59,78,7
S022,SKU0008,176,137,147,4
S022,SKU0009,157,127,133,5
S022,SKU0010,121,90,50,5
S022,SKU0011,132,98,127,4
S022,SKU0012,276,242,41,4
S022,SKU0013,218,200,87,7
S022,SKU0014,94,81,69,5
S022,SKU0015,267,243,60,7
S022,SKU0016,266,240,111,3
S022,SKU0017,113,100,85,6
S022,SKU0018,232,221,92,7
S022,SKU0019,109,85,138,1
S022,SKU0020,163,153,122,1
S022,SKU0021,168,139,61,5
S022,SKU0022,238,213,27,3
S022,SKU0023,203,188,55,7
S022,SKU0024,155,140,79,2
S022,SKU0025,218,202,37,7
S022,SKU0026,254,220,83,1
S022,SKU0027,85,70,59,3
S022,SKU0028,194,167,80,2
S022,SKU0029,178,150,135,6
S022,SKU0030,74,45,45,5
S022,SKU0031,189,155,86,3
S022,SKU0032,134,108,30,4
S022,SKU0033,63,45,122,1
S022,SKU0034,242,203,64,4
S022,SKU0035,153,120,78,5
S022,SKU0036,185,163,43,2
S022,SKU0037,106,67,81,5
S022,SKU0038,161,135,39,3
S022,SKU0039,180,163,102,5
S022,SKU0040,235,218,86,1
S022,SKU0041,169,132,100,2
S022,SKU0042,160,127,93,7
S022,SKU0043,249,236,34,7
S022,SKU0044,246,236,45,1
S022,SKU0045,60,28,96,7
S022,SKU0046,286,259,136,1
S022,SKU0047,184,156,24,1
S022,SKU0048,163,130,143,3
S022,SKU0049,127,90,22,7
S022,SKU0050,288,274,40,6
S022,SKU0051,240,221,21,1
S022,SKU0052,105,80,79,3
S022,SKU0053,216,184,139,7
S022,SKU0054,162,136,69,4
S022,SKU0055,241,204,25,4
S022,SKU0056,123,89,124,7
S022,SKU0057,279,257,104,1
S022,SKU0058,250,230,57,1
S022,SKU0059,294,284,101,5
S022,SKU0060,290,276,35,4
S022,SKU0061,292,277,93,2
S022,SKU0062,201,190,79,2
S022,SKU0063,74,43,51,5
S022,SKU0064,278,253,136,3
S022,SKU0065,224,197,52,1
S022,SKU0066,123,88,96,1
S022,SKU0067,199,188,128,6
S022,SKU0068,61,43,136,5
S022,SKU0069,268,229,123,6
S022,SKU0070,293,266,36,5
S022,SKU0071,103,70,100,2
S022,SKU0072,257,234,60,2
S022,SKU0073,252,217,128,2
S022,SKU0074,66,50,46,5
S022,SKU0075,112,98,135,2
S022,SKU0076,83,52,76,1
S022,SKU0077,73,46,63,2
S022,SKU0078,149,117,129,7
S022,SKU0079,178,150,97,1
S022,SKU0080,62,42,127,4
S022,SKU0081,81,69,114,1
S022,SKU0082,279,243,96,3
S022,SKU0083,206,184,146,4
S022,SKU0084,249,229,75,2
S022,SKU0085,155,138,24,6
S022,SKU0086,99,80,47,5
S022,SKU0087,98,74,64,2
S022,SKU0088,159,124,108,7
S022,SKU0089,180,142,79,5
S022,SKU0090,154,143,36,2
S022,SKU0091,206,174,42,2
S022,SKU0092,285,249,148,5
S022,SKU0093,95,62,131,2
S022,SKU0094,117,89,73,4
S022,SKU0095,97,72,54,7
S022,SKU0096,78,68,100,2
S022,SKU0097,250,238,96,1
S022,SKU0098,270,250,114,4
S022,SKU0099,71,52,20,5
S022,SKU0100,125,106,129,3
S022,SKU0101,264,244,56,3
S022,SKU0102,273,241,48,7
S022,SKU0103,190,175,101,2
S022,SKU0104,59,33,96,4
S022,SKU0105,59,33,146,4
S022,SKU0106,198,187,105,3
S022,SKU0107,249,224,61,3
S022,SKU0108,231,215,63,7
S022,SKU0109,138,125,66,1
S022,SKU0110,155,141,138,6
S022,SKU0111,233,212,91,2
S022,SKU0112,135,105,54,2
S022,SKU0113,265,241,47,4
S022,SKU0114,226,215,40,1
S022,SKU0115,172,134,20,5
S022,SKU0116,279,246,22,6
S022,SKU0117,292,281,109,7
S022,SKU0118,87,65,31,5
S022,SKU0119,72,61,127,2
S022,SKU0120,194,155,97,5
S022,SKU0121,192,154,52,5
S022,SKU0122,82,54,144,3
S022,SKU0123,164,152,68,2
S022,SKU0124,270,256,77,3
S022,SKU0125,166,148,103,4
S022,SKU0126,263,224,95,3
S022,SKU0127,123,84,123,7
S022,SKU0128,208,172,104,7
S022,SKU0129,283,246,122,2
S022,SKU0130,232,202,94,3
S022,SKU0131,161,136,83,6
S022,SKU0132,107,81,100,6
S022,SKU0133,79,55,145,5
S022,SKU0134,270,251,30,6
S022,SKU0135,81,52,138,3
S022,SKU0136,290,275,119,4
S022,SKU0137,207,179,127,7
S022,SKU0138,238,205,38,4
S022,SKU0139,149,120,143,3
S022,SKU0140,172,136,36,5
S022,SKU0141,270,247,81,1
S022,SKU0142,298,280,138,3
S022,SKU0143,111,78,92,5
S022,SKU0144,105,68,23,6
S022,SKU0145,213,187,38,1
S022,SKU0146,239,215,36,3
S022,SKU0147,271,237,78,5
S022,SKU0148,298,285,97,2
S022,SKU0149,283,266,24,1
S022,SKU0150,266,234,119,4
S022,SKU0151,253,242,129,4
S022,SKU0152,56,28,146,1
S022,SKU0153,268,249,86,4
S022,SKU0154,147,136,107,5
S022,SKU0155,133,101,130,5
S022,SKU0156,105,80,50,6
S022,SKU0157,140,120,128,2
S022,SKU0158,183,163,35,7
S022,SKU0159,137,117,82,7
S022,SKU0160,198,163,119,7
S022,SKU0161,220,199,27,3
S022,SKU0162,141,122,111,2
S022,SKU0163,123,96,31,4
S022,SKU0164,268,243,57,2
S022,SKU0165,258,227,85,6
S022,SKU0166,228,198,33,4
S022,SKU0167,135,103,123,1
S022,SKU0168,290,275,104,6
S022,SKU0169,289,265,30,2
S022,SKU0170,63,27,132,6
S022,SKU0171,54,23,51,1
S022,SKU0172,199,183,33,1
S022,SKU0173,275,236,118,6
S022,SKU0174,94,84,144,6
S022,SKU0175,51,40,84,3
S022,SKU0176,118,104,69,4
S022,SKU0177,285,273,55,2
S022,SKU0178,211,191,115,6
S022,SKU0179,163,148,119,7
S022,SKU0180,160,141,143,4
S022,SKU0181,145,119,96,5
S022,SKU0182,51,36,112,4
S022,SKU0183,139,109,128,1
S022,SKU0184,280,253,53,4
S022,SKU0185,112,87,93,6
S022,SKU0186,93,83,28,6
S022,SKU0187,283,265,53,7
S022,SKU0188,85,67,133,7
S022,SKU0189,207,189,97,4
S022,SKU0190,280,266,25,2
S022,SKU0191,248,232,102,4
S022,SKU0192,99,76,37,1
S022,SKU0193,227,216,60,7
S022,SKU0194,269,254,22,4
S022,SKU0195,181,143,46,4
S022,SKU0196,186,148,69,2
S022,SKU0197,299,282,99,2
S022,SKU0198,121,99,129,4
S022,SKU0199,264,228,63,2
S022,SKU0200,205,178,112,6
S022,SKU0201,176,166,117,5
S022,SKU0202,68,39,89,4
S022,SKU0203,253,223,107,6
S022,SKU0204,59,33,63,4
S022,SKU0205,206,194,101,2
S022,SKU0206,185,172,107,2
S022,SKU0207,239,209,117,5
S022,SKU0208,152,130,88,4
S022,SKU0209,129,110,84,7
S022,SKU0210,159,132,136,1
S022,SKU0211,242,229,126,5
S022,SKU0212,173,151,136,4
S022,SKU0213,114,98,131,7
S022,SKU0214,74,55,36,1
S022,SKU0215,246,219,35,7
S022,SKU0216,170,144,88,2
S022,SKU0217,117,96,49,4
S022,SKU0218,146,107,37,1
S022,SKU0219,264,239,108,6
S022,SKU0220,78,56,143,6
S022,SKU0221,207,168,38,6
S022,SKU0222,111,86,61,5
S022,SKU0223,170,155,24,5
S022,SKU0224,128,113,98,5
S022,SKU0225,283,266,120,1
S022,SKU0226,227,190,90,7
S022,SKU0227,60,45,60,7
S022,SKU0228,158,139,101,1
S022,SKU0229,104,73,68,2
S022,SKU0230,77,40,103,4
S022,SKU0231,197,166,70,2
S022,SKU0232,154,120,146,5
S022,SKU0233,83,66,89,3
S022,SKU0234,272,252,64,4
S022,SKU0235,225,191,145,7
S022,SKU0236,152,126,49,1
S022,SKU0237,137,108,104,7
S022,SKU0238,102,91,20,2
S022,SKU0239,295,267,66,5
S022,SKU0240,140,110,24,5
S022,SKU0241,103,92,45,4
S022,SKU0242,135,114,37,2
S022,SKU0243,69,33,23,6
S022,SKU0244,181,168,139,6
S022,SKU0245,169,131,98,5
S022,SKU0246,146,110,64,5
S022,SKU0247,259,236,134,4
S022,SKU0248,287,275,68,3
S022,SKU0249,199,182,113,3
S022,SKU0250,233,203,107,5
S022,SKU0251,261,243,145,2
S022,SKU0252,292,258,132,6
S022,SKU0253,293,274,23,2
